id	pathogen_nm	url	image	taxonomy	binomial_nm	synonyms	status
13	Annual weeds	https://en.wikipedia.org/wiki/Flowering_plant	https://upload.wikimedia.org/wikipedia/commons/1/16/160_Ranunculus_repens.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Spermatophytes,Clade:Angiosperms		Anthophyta Cronquist[2],Angiospermae Lindl.,Magnoliophyta Cronquist,,Magnolicae Takht.[4]	
14	Anthracnose fruit rot	https://en.wikipedia.org/wiki/Colletotrichum	https://upload.wikimedia.org/wikipedia/commons/7/77/Colletotrichum_lindemuthianum.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:ColletotrichumCorda, 1831			 getSynonyms 020: Synonyms not found
15	Anthracnose fruit rot of banana	https://en.wikipedia.org/wiki/Colletotrichum_musae	https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Colletotrichum musae		 getSynonyms 020: Synonyms not found
16	Anthracnose leaf blight	https://en.wikipedia.org/wiki/Glomerella_graminicola	https://upload.wikimedia.org/wikipedia/commons/f/f1/Antracnose_stalk_rot.jpg	Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Glomerella	Glomerella graminicola	Colletotrichopsis graminicola,Colletotrichum graminicola,Dicladium graminicola,Steirochaete graminicola,Vermicularia melicae	
17	Anthracnose leaf spot	https://en.wikipedia.org/wiki/Glomerella_cingulata	https://upload.wikimedia.org/wikipedia/commons/5/5d/Bitter_rot.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Glomerella cingulata	Colletotrichum gloeosporioides,Glomerella rufomaculans-vaccinii	
18	Anthracnose	https://en.wikipedia.org/wiki/Colletotrichum_capsici	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Colletotrichum capsici	Steirochaete capsici,Vermicularia capsici	
19	Aphids	https://en.wikipedia.org/wiki/Aphid	https://upload.wikimedia.org/wikipedia/commons/1/17/2012.10.19.-25-Mannheim_Vogelstang-Blattlaeuse.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Infraorder:Aphidomorpha			 getSynonyms 020: Synonyms not found
20	Arthropods	https://en.wikipedia.org/wiki/Arthropod	https://upload.wikimedia.org/wikipedia/commons/c/cb/20190913_Arthropoda_head_segments_appendages_en.png	Domain:Eukaryota,Kingdom:Animalia,Clade:ParaHoxozoa,Clade:Bilateria,Clade:Nephrozoa,Clade:Protostomia,Phylum:ArthropodaGravenhorst, 1843[1][2]			 None
21	Asian corn borer	https://en.wikipedia.org/wiki/Ostrinia_furnacalis	https://upload.wikimedia.org/wikipedia/commons/3/3b/Asian_corn_borer_dist.png	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Ostrinia,:Distribution of Ostrinia furnacalis	Ostrinia furnacalis	Botys furnacalis,Botys damoalis,Botys salentialis,Pyrausta polygoni,Pyrausta vastatrix,Spilodes kodzukalis	
22	Asparagus blight	https://en.wikipedia.org/wiki/Cercospora_asparagi	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Cercospora	Cercospora asparagi		 getSynonyms 020: Synonyms not found
23	Aster yellows	https://en.wikipedia.org/wiki/Aster_yellows	https://upload.wikimedia.org/wikipedia/commons/1/14/Aster_leafhopper.jpg				
24	Avacado Anthracnose	https://en.wikipedia.org/wiki/Glomerella_cingulata	https://upload.wikimedia.org/wikipedia/commons/5/5d/Bitter_rot.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Glomerella cingulata	Colletotrichum gloeosporioides,Glomerella rufomaculans-vaccinii	
25	Bacteria	https://en.wikipedia.org/wiki/Bacteria	https://upload.wikimedia.org/wikipedia/commons/c/ca/Anillo_de_la_vida.png	Domain:BacteriaWoese et al. 2024[2]		"Bacteria" (Cohn,"Bacteria" Haeckel,"Bacteria" Cavalier-Smith,"Bacteriaceae" Cohn,"Bacteriobionta" Möhn,"Bacteriophyta" Schussnig,"Eubacteria" Woese,"Neobacteria" Möhn,"Schizomycetaceae" de,"Schizomycetes" Nägeli	
26	Bacterial blight	https://en.wikipedia.org/wiki/Xanthomonas_campestris_pv._vesicatoria	https://upload.wikimedia.org/wikipedia/commons/e/e2/Bacterial_leaf_spot_on_pepper.jpg				
27	Bacterial blight of cassava	https://en.wikipedia.org/wiki/Bacterial_blight_of_cassava	None				
28	Bacterial blight of common beans	https://en.wikipedia.org/wiki/Xanthomonas	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:XanthomonasDowson 1939			 getSynonyms 020: Synonyms not found
29	Bacterial blight of rice	https://en.wikipedia.org/wiki/Xanthomonas_oryzae_pv._oryzae	https://upload.wikimedia.org/wikipedia/commons/b/b1/Bacterial_blight_of_rice.jpeg				
30	Bacterial bulb rot	https://en.wikipedia.org/wiki/Bacterial_cellular_morphologies	https://upload.wikimedia.org/wikipedia/commons/d/df/ARS_Campylobacter_jejuni.jpg				
31	Bacterial crown rot	https://en.wikipedia.org/wiki/Erwinia_papayae	https://upload.wikimedia.org/wikipedia/commons/1/1c/Ambox_rewrite.svg	Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Enterobacterales,Family:Erwiniaceae,Genus:Erwinia	Erwinia papayae		 getSynonyms 020: Synonyms not found
32	Bacterial fruit rot	https://en.wikipedia.org/wiki/Ralstonia_solanacearum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Betaproteobacteria,Order:Burkholderiales,Family:Burkholderiaceae,Genus:Ralstonia	Ralstonia solanacearum	Burkholderia solanacearum,Bacillus solanacearum,Pseudomonas solanacearum,Pseudomonas batatae,Pseudomonas ricini	
33	Bacterial heart rot	https://en.wikipedia.org/wiki/Dickeya_dadantii	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Enterobacterales,Family:Pectobacteriaceae,Genus:Dickeya	Dickeya dadantii		 getSynonyms 020: Synonyms not found
34	Bacterial leaf blight	https://en.wikipedia.org/wiki/Xanthomonas_oryzae	https://upload.wikimedia.org/wikipedia/commons/0/0f/Average_prokaryote_cell-gl.svg	Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:Xanthomonas	Xanthomonas oryzae		 getSynonyms 020: Synonyms not found
35	Bacterial leaf blight of Carrot	https://en.wikipedia.org/wiki/Xanthomonas_campestris	https://upload.wikimedia.org/wikipedia/commons/0/0f/Average_prokaryote_cell-gl.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:Xanthomonas	Xanthomonas campestris	Bacillus campestris,Pseudomonas campestris,Bacterium campestris,Phytomonas campestris	
36	Bacterial leaf streak	https://en.wikipedia.org/wiki/Xanthomonas_vasicola	https://upload.wikimedia.org/wikipedia/commons/0/0f/Average_prokaryote_cell-gl.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:Xanthomonas	Xanthomonas vasicola		 getSynonyms 020: Synonyms not found
37	Bacterial panicle blight	https://en.wikipedia.org/wiki/Burkholderia_glumae	https://upload.wikimedia.org/wikipedia/commons/b/b4/A%C3%B1ublo_bacterial.png	Domain:Bacteria,Phylum:Pseudomonadota,Class:Betaproteobacteria,Order:Burkholderiales,Family:Burkholderiaceae,Genus:Burkholderia	Burkholderia glumae	Pseudomonas glumae	
38	Bacterial rot	https://en.wikipedia.org/wiki/Dickeya	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Enterobacterales,Family:Pectobacteriaceae,Genus:DickeyaSamson et al., 2005			 getSynonyms 020: Synonyms not found
39	Bacterial soft rot	https://en.wikipedia.org/wiki/Asparaginase	https://upload.wikimedia.org/wikipedia/commons/7/7c/3eca.jpg				
40	Bacterial specks	https://en.wikipedia.org/wiki/Pseudomonas_syringae	https://upload.wikimedia.org/wikipedia/commons/5/59/Collmer_leaf_speck3.jpg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Pseudomonadales,Family:Pseudomonadaceae,Genus:Pseudomonas	Pseudomonas syringae		 getSynonyms 020: Synonyms not found
41	Bacterial spot	https://en.wikipedia.org/wiki/Xanthomonas	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:XanthomonasDowson 1939			 getSynonyms 020: Synonyms not found
42	Bacterial wilt	https://en.wikipedia.org/wiki/Bacterial_wilt	https://upload.wikimedia.org/wikipedia/commons/e/e1/Bacterial_wilt.JPG	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Enterobacterales,Family:Erwiniaceae,Genus:Erwinia	Erwinia tracheiphila		 getSynonyms 020: Synonyms not found
43	Banana anthracnose	https://en.wikipedia.org/wiki/Colletotrichum_musae	https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Colletotrichum musae		 getSynonyms 020: Synonyms not found
44	Banana flower thrips	https://en.wikipedia.org/wiki/Thrips_hawaiiensis	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Thysanoptera,Family:Thripidae,Genus:Thrips	Thrips hawaiiensis		 getSynonyms 020: Synonyms not found
45	Banana freckle disease	https://en.wikipedia.org/wiki/Guignardia_musae	https://upload.wikimedia.org/wikipedia/commons/1/15/Apple_scab_SEM.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Botryosphaeriales,Family:Botryosphaeriaceae,Genus:Guignardia	Guignardia musae	Macrophoma musae,Phoma musae,Phyllosticta musarum,Phyllostictina musarum,Sphaeropsis musarum	
46	Banana rust thrips	https://en.wikipedia.org/wiki/List_of_minor_insects_of_Sri_Lanka	https://upload.wikimedia.org/wikipedia/commons/5/5f/Pigeon_Island_National_Park%2C_Trincomalee.jpg				
47	Banded leaf and sheath blight	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
48	Bark borer	https://en.wikipedia.org/wiki/Prasinoxena	https://upload.wikimedia.org/wikipedia/commons/0/05/28-Prasinoxena_metaleuca_Hampson%2C_1912.JPG	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Pyralidae,Subfamily:Galleriinae,Genus:PrasinoxenaMeyrick, 1894			 getSynonyms 020: Synonyms not found
49	Barnyard grass	https://en.wikipedia.org/wiki/Echinochloa_colona	https://upload.wikimedia.org/wikipedia/commons/c/c2/Echinochloa_colona.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Echinochloa	Echinochloa colonum	Panicum colonum,Echinochloa colona,Echinochloa equitans,Echinochloa zonalis,Milium colonum,Oplismenus clonus,Oplismenus muticus,Oplismenus repens,Panicum equitans,Panicum incertum,Panicum musei,Panicum prorepens,Panicum zonale	
50	Basal rot	https://en.wikipedia.org/wiki/Phytophthora_palmivora	https://upload.wikimedia.org/wikipedia/commons/5/51/Brokencoconut.jpg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora palmivora	Kawakamia carica,Phytophthora arecae,Phytophthora cactorum,Phytophthora carica,Phytophthora carica,Phytophthora faberi,Phytophthora heveae,Phytophthora omnivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora parasitica,Phytophthora parasitica,Phytophthora theobromae,Pythium palmivorum	
51	Baterial crown rot	https://en.wikipedia.org/wiki/Erwinia_papayae	https://upload.wikimedia.org/wikipedia/commons/1/1c/Ambox_rewrite.svg	Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Enterobacterales,Family:Erwiniaceae,Genus:Erwinia	Erwinia papayae		 getSynonyms 020: Synonyms not found
52	Bean Anthracnose	https://en.wikipedia.org/wiki/Colletotrichum_lindemuthianum	https://upload.wikimedia.org/wikipedia/commons/7/7f/Benkid77_Green_Bean_Crop%2C_Storeton_200709.JPG	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Colletotrichum lindemuthianum	Gloeosporium lindemuthianum,Glomerella cingulata,phaseoli,Glomerella lindemuthiana	
53	Bean fly	https://en.wikipedia.org/wiki/Ophiomyia	https://upload.wikimedia.org/wikipedia/commons/7/7b/Asparagus_miner_close.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Diptera,Family:Agromyzidae,Subfamily:Agromyzinae,Genus:OphiomyiaBrazhnikov, 1897		Aulomyza Enderlein,,Carinagromyza Sasakawa,,Hexomyza Enderlein,,Kleinschmidtimyia Spencer,,Penetagromyza Spencer,,Siphonomyza Enderlein,,Siridomyza Enderlein,,Solenomyza Enderlein,,Stiropomyza Enderlein,,Stirops Enderlein,,Triopisopa Enderlein,,Tylomyza Hendel,	
54	Bean leaf beetle	https://en.wikipedia.org/wiki/Bean_leaf_beetle	https://upload.wikimedia.org/wikipedia/commons/0/0b/Beanleafbeetle.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Chrysomelidae,Genus:Cerotoma	Cerotoma trifurcata	Chrysomela trifurcata	
55	Bean Leaffolder	https://en.wikipedia.org/wiki/List_of_Lepidoptera_of_the_Chagos_Archipelago	https://upload.wikimedia.org/wikipedia/commons/6/60/Chagos_large.png				
56	Bean lycaenid	https://en.wikipedia.org/wiki/Euchrysops_cnejus	https://upload.wikimedia.org/wikipedia/commons/e/e4/EuchrysopsCnejusMFUpUnAC1.jpg	:Female,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Lycaenidae,Genus:Euchrysops	Euchrysops cnejus	Hesperia cnejus,Lycaena pandia,Lycaena patala,Lycaena monica,Lycaena samoa,Cupido amazara,Catochrysops hapalina,Catochrysops trifracta,Catochrysops theseus,Euchrysops suffusus,Euchrysops cnidus,Catochrysops vitiensis,Plebejus luzonicus	
57	Bean pod borer	https://en.wikipedia.org/wiki/Maruca_vitrata	https://upload.wikimedia.org/wikipedia/commons/9/9c/Maruca_vitrata_from_Sri_Lanka.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Maruca	Maruca vitrata	Botys bifenestralis,Crochiphora testulalis,Hydrocampe aquitilis,Maruca testulalis,Phalaena vitrata	
58	Bean rust	https://en.wikipedia.org/wiki/Uromyces	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Pucciniomycetes,Order:Pucciniales,Family:Pucciniaceae,Genus:Uromyces(Link) Unger (1833)[1]		Alveomyces Bubák,,Capitularia Rabenh.,Coeomurus Gray,Dichlamys H.Sydow,Groveola H.Sydow,,Haplopyxis H.Sydow,Haplotelium H.Sydow,,Klebahnia J.C.Arthur,,Nielsenia H.Sydow,,Ontotelium H.Sydow,,Poliotelium H.Sydow,,Puccinella Fuckel,,Pucciniola L.Marchand,,Teleutospora J.C.Arthur,Telospora J.C.Arthur,,Uromycopsis J.C.Arthur,	
59	Beet armyworm	https://en.wikipedia.org/wiki/Beet_armyworm	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera exigua	Noctua exigua,Caradrina venosa,Laphygma exigua	
60	Beet curly top virus	https://en.wikipedia.org/wiki/List_of_beet_diseases	None				
61	Beetles	https://en.wikipedia.org/wiki/Beetle	https://upload.wikimedia.org/wikipedia/commons/4/43/Acilius_sulcatus.gemeiner_furchenschwimmer.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Clade:Coleopterida,Order:ColeopteraLinnaeus, 1758			 getSynonyms 020: Synonyms not found
62	Bermuda grass	https://en.wikipedia.org/wiki/Cynodon_dactylon	https://upload.wikimedia.org/wikipedia/commons/1/19/Bermuda_Grass_growing_out_of_a_curb.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Chloridoideae,Genus:Cynodon	Cynodon dactylon	.mw-parser-output .plainlist,Agrostis bermudiana,Agrostis filiformis,Agrostis linearis,Agrostis stellata,Capriola dactylon,Capriola dactylon,Chloris cynodon,Chloris maritima,Chloris paytensis,Cynodon affinis,Cynodon aristiglumis,Cynodon aristulatus,Cynodon barberi,Cynodon decipiens,Cynodon distichloides,Cynodon erectus,Cynodon glabratus,Cynodon grandispiculus,Cynodon hirsutissimus,Cynodon iraquensis,Cynodon laeviglumis,Cynodon linearis,Cynodon maritimus,Cynodon mucronatus,Cynodon nitidus,Cynodon occidentalis,Cynodon pascuus,Cynodon pedicellatus,Cynodon polevansii,Cynodon portoricensis,Cynodon repens,Cynodon sarmentosus,Cynodon scabrifolius,Cynodon stellatus,Cynodon tenuis,Cynodon umbellatus,Cynosurus dactylon,Cynosurus uniflorus,Dactilon officinale,Dactylus officinalis,Digitaria ambigua,Digitaria dactylon,Digitaria glumaepatula,Digitaria glumipatula,Digitaria linearis,Digitaria linearis,Digitaria littoralis,Digitaria maritima,Digitaria stolonifera,Fibichia dactylon,Fibichia umbellata,Milium dactylon,Panicum ambiguum,Panicum dactylon,Panicum glumipatulum,Panicum lineare,Paspalum ambiguum,Paspalum dactylon,Paspalum umbellatum,Phleum dactylon,Syntherisma linearis,Vilfa linearis,Vilfa stellata	
63	Berry borer	https://en.wikipedia.org/wiki/Hypothenemus_hampei	https://upload.wikimedia.org/wikipedia/commons/d/d2/Berry-borer.png	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Curculionidae,Genus:Hypothenemus	Hypothenemus hampei	Cryphalus hampei,Stephanoderes hampei,Stephanoderes coffeae,Xyleborus coffeivorus,Xyleborus cofeicola,Hypothenemus coffeae	
64	Bitter rot	https://en.wikipedia.org/wiki/Glomerella_cingulata	https://upload.wikimedia.org/wikipedia/commons/5/5d/Bitter_rot.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Glomerella cingulata	Colletotrichum gloeosporioides,Glomerella rufomaculans-vaccinii	
65	Black borer	https://en.wikipedia.org/wiki/Xylosandrus_crassiusculus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Curculionidae,Genus:Xylosandrus	Xylosandrus crassiusculus	Xylosandrus semiopacus	
66	Black leg	https://en.wikipedia.org/wiki/Leptosphaeria_maculans	https://upload.wikimedia.org/wikipedia/commons/5/57/BlacklegLeafLesions.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Leptosphaeriaceae,Genus:Leptosphaeria	Leptosphaeria maculans	Phyllosticta brassicae,Sphaeria maculans	
67	Black pod	https://en.wikipedia.org/wiki/Phytophthora_palmivora	https://upload.wikimedia.org/wikipedia/commons/5/51/Brokencoconut.jpg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora palmivora	Kawakamia carica,Phytophthora arecae,Phytophthora cactorum,Phytophthora carica,Phytophthora carica,Phytophthora faberi,Phytophthora heveae,Phytophthora omnivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora parasitica,Phytophthora parasitica,Phytophthora theobromae,Pythium palmivorum	
68	Black root rot of Carrot	https://en.wikipedia.org/wiki/Thielaviopsis_basicola	https://upload.wikimedia.org/wikipedia/commons/0/03/Carrot10.jpeg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Microascales,Family:Ceratocystidaceae,Genus:Thielaviopsis	Thielaviopsis basicola	Chalara elegans,Torula basicola,Trichocladium basicola	
